사업자등록번호,데이터수집일자,조사년도,분석기업매출액,산업평균매출액,분석기업매출액증감률,산업평균매출액증감률,기업연구개발액,평균연구개발액,기업연구개발액증감률,평균연구개발액증감률,기업특허실용신안출원건수,평균특허실용신안출원건수,기업특허실용신안생산력금액,평균특허실용신안생산력금액
1071026810,20220416,2018,,,,0,,11634.01,,19,,,, 
1060889648,20220416,2017,,,,,,,,,,,, 
1070554710,20220416,2018,,,,1,,4791.89,,1,,,, 
1059871961,20220416,2018,157642,,15.91,14,,11634.01,,16,,,, 
1058795915,20220416,2017,,,,11,,10468.07,,11,,,, 
1059203985,20220416,2018,,,,14,,11634.01,,16,,,, 
1068633818,20220416,2020,,,,8,,,,,,,, 
1058766875,20220416,2021,,,,,,,,,,,, 
1058774278,20220416,2019,5411659,,10.7,9,,13956.81,,52,,,, 
1058790579,20220416,2017,,,,7,,10468.07,,11,,,, 
1058733879,20220416,2017,,,,7,,10468.07,,11,,,, 
1058768117,20220416,2018,,,,14,,11634.01,,16,,,, 
1058765478,20220416,2019,4252092,,19.98,10,,796.34,,7,,,, 
1058788961,20220416,2018,7918897,,1.07,7,,754.82,,35,,,, 
1058791296,20220416,2021,,,,,,,,,,,, 
1068193960,20220416,2019,,,,4,,4496.63,,3,,,, 
1071172121,20220416,2018,,,,1,,4791.89,,1,,,, 
1059151438,20220416,2021,,,,,,,,,,,, 
1061244196,20220416,2018,,,,7,,65.13,,17,,,, 
1068635626,20220416,2017,,,,11,,10468.07,,11,,,, 
1058731319,20220416,2018,941951,,11.43,1,,4791.89,,1,,,, 
1058738200,20220416,2018,1365409,,,7,,754.82,,123,,,, 
1058768679,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058771534,20220416,2020,,,,8,,,,,,,, 
1068130723,20220416,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1068700065,20220416,2017,13441024,,37.46,11,,565.59,,12,,,, 
1058752221,20220416,2021,,,,,,,,,,,, 
1068186362,20220416,2020,18684457,,2.1,8,,,,,1,,, 
1058789688,20220416,2021,,,,,,,,,,,, 
1058745036,20220416,2017,,,,11,,10468.07,,11,,,, 
1058768311,20220416,2020,,,,1,,,,,,,, 
1068187298,20220416,2017,2469730,,,11,,10468.07,,11,,,, 
1070285624,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1061598295,20220416,2017,1094461,,9.55,7,,10468.07,,11,,,, 
1059014907,20220416,2018,,,,,,,,,,,, 
1058739382,20220416,2021,,,,,,,,,,,, 
1061235590,20220416,2017,,,,11,,565.59,,12,,,, 
1060147241,20220416,2021,,,,,,,,,,,, 
1058745564,20220416,2019,2361702,,17.88,9,,13956.81,,52,,,, 
1058792941,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1059034150,20220416,2017,,,,11,,10468.07,,11,,,, 
1060658516,20220416,2017,,,,11,,565.59,,12,,,, 
1068191695,20220416,2021,,,,,,,,,,,, 
1058763543,20220416,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058767194,20220416,2019,42139941,,31.35,14,,13956.81,,25,,,, 
1059090069,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1059614724,20220416,2017,,,,40,,144.84,,43,,,, 
1068642409,20220416,2020,,,,8,,,,,,,, 
1068685655,20220416,2021,,,,,,,,,,,, 
1058770549,20220416,2021,,,,,,,,,,,, 
1058750238,20220416,2021,,,,,,,,,,,, 
1059184623,20220416,2017,,,,6,,144.84,,43,,,, 
1059600972,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1059933630,20220416,2018,,,,0,,11634.01,,19,,,, 
1070870588,20220416,2019,,,,14,,13956.81,,25,,,, 
1060399234,20220416,2020,,,,8,,,,,,,, 
1068620410,20220416,2019,,,,9,,13956.81,,52,,,, 
1058760454,20220416,2019,,,,45,,13956.81,,205,,,, 
1068180878,20220416,2020,266965102,,42.92,5,,,,,2,,, 
1061391871,20220416,2021,,,,,,,,,,,, 
1058749691,20220416,2020,,,,2,,,,,,,, 
1058741398,20220416,2018,,,,7,,754.82,,35,,,, 
1068662536,20220416,2019,,,,4,,4496.63,,3,,,, 
1068684092,20220416,2019,,,,45,,13956.81,,205,,,, 
1058741030,20220416,2018,2130320,3578498.43,20.21,5,,139600.54,,9,,0.41,,26
1068164956,20220416,2020,,,,8,,,,,,,, 
1058743310,20220416,2020,,,,8,,,,,,,, 
1068166478,20220416,2020,,,,5,,,,,,,, 
1068183157,20220416,2021,,,,,,,,,,,, 
1068689476,20220416,2018,10619026,,,7,,754.82,,35,,,, 
1058755951,20220416,2018,,,,7,,65.13,,17,,,, 
1068704552,20220416,2020,,,,3,,,,,,,, 
1058757245,20220416,2019,,,,10,,796.34,,7,,,, 
1060578776,20220416,2018,,,,7,,754.82,,35,,,, 
1058730950,20220416,2021,,,,,,,,,,,, 
1058762127,20220416,2017,,,,22,,10468.07,,11,,,, 
1060419896,20220416,2017,,,,11,,565.59,,12,,,, 
1058753521,20220416,2019,,,,14,,13956.81,,25,,,, 
1058739136,20220416,2020,,,,8,,,,,,,, 
1060836461,20220416,2017,630580,,0.95,11,,10468.07,,11,,,, 
1060627629,20220416,2018,,,,1,,4791.89,,1,,,, 
1058816275,20220416,2021,,,,,,,,,,,, 
1068623474,20220416,2021,,,,,,,,,,,, 
1068121879,20220416,2019,,,,14,,13956.81,,25,,,, 
1060438632,20220416,2018,,,,7,,754.82,,35,,,, 
1058786191,20220416,2018,221533,,,17,,11634.01,,90,,,, 
1058777858,20220416,2021,,,,,,,,,,,, 
1058759729,20220416,2021,,,,,,,,,,,, 
1059119267,20220416,2019,,,,10,,796.34,,7,,,, 
1058768854,20220416,2019,339411,,59.77,4,,4496.63,,3,,,, 
1060578776,20220416,2019,,,,10,,796.34,,7,,,, 
1059603095,20220416,2018,,,,15,,186.07,,387,,,, 
1058752634,20220416,2019,,,,14,,13956.81,,25,,,, 
1060578776,20220416,2021,,,,,,,,,,,, 
1060782027,20220416,2021,,,,,,,,,,,, 
1060750748,20220416,2020,,,,1,,,,,,,, 
1070916543,20220416,2020,,,,8,,,,,,,, 
1058766235,20220416,2018,,,,7,,754.82,,35,,,, 
1059606243,20220416,2020,,,,7,,,,,,,, 
1058751300,20220416,2020,,,,1,,,,,,,, 
1058752541,20220416,2017,,,,11,,565.59,,12,,,, 
1058776320,20220416,2021,,,,,,,,,,,, 
1058738419,20220416,2017,,,,7,,10468.07,,11,,,, 
1058780649,20220416,2018,,,,14,,11634.01,,16,,,, 
1060465162,20220416,2019,,,,10,,796.34,,7,,,, 
1058731319,20220416,2020,1048455,,14.7,5,,,,,,,, 
1058781228,20220416,2017,,,,11,,565.59,,12,,,, 
1058742010,20220416,2021,,,,,,,,,,,, 
1058797612,20220416,2021,,,,,,,,,,,, 
1058789072,20220416,2021,,,,,,,,,,,, 
1058742306,20220416,2020,,,,8,,,,,,,, 
1058756703,20220416,2020,,,,14,,,,,,,, 
1058780483,20220416,2018,,,,14,,11634.01,,16,,,, 
1059933697,20220416,2019,,,,,,,,,,,, 
1058781425,20220416,2019,,,,10,,796.34,,7,,,, 
1068179051,20220416,2018,24481256,,18.17,7,,754.82,,35,,,, 
1058776465,20220416,2021,,,,,,,,,,,, 
1058742854,20220416,2019,173000,,2.37,4,,4496.63,,3,,,, 
1060171663,20220416,2020,,,,2,,,,,,,, 
1058781895,20220416,2018,,,,14,,11634.01,,16,,,, 
1070690047,20220416,2018,,,,1,,4791.89,,1,,,, 
1059614952,20220416,2017,,,,40,,144.84,,43,,,, 
1059078221,20220416,2021,,,,,,,,,,,, 
1060180686,20220416,2020,,,,1,,,,,,,, 
1058780810,20220416,2020,,,,8,,,,,,,, 
1058764197,20220416,2017,,,,15,,4887.58,,2,,,, 
1059166469,20220416,2018,,,,7,,754.82,,35,,,, 
1058735159,20220416,2021,,,,,,,,,,,, 
1058776223,20220416,2017,,,,15,,4887.58,,2,,,, 
1058774564,20220416,2020,,,,3,,,,,,,, 
1071164413,20220416,2020,,,,5,,,,,,,, 
1068174605,20220416,2020,,,,1,,,,,,,, 
1058747543,20220416,2018,,,,0,,11634.01,,19,,,, 
1068642087,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1059123683,20220416,2017,,,,40,,144.84,,43,,,, 
1058783006,20220416,2017,,,,11,,565.59,,12,,,, 
1058787808,20220416,2020,,,,1,,,,,,,, 
1061065519,20220416,2021,,,,,,,,,,,, 
1068615367,20220416,2020,894800,,33.46,5,,,,,,,, 
1058737628,20220416,2020,,,,3,,,,,,,, 
1059096710,20220416,2018,,,,6,,65.13,,100,,,, 
1061070458,20220416,2018,,,,14,,11634.01,,16,,,, 
1070857834,20220416,2019,,,,4,,4496.63,,3,,,, 
1059615835,20220416,2018,,,,15,,186.07,,387,,,, 
1058768121,20220416,2017,8933254,,7.86,15,,4887.58,,2,,,, 
1058779986,20220416,2020,5512169,,51.49,3,,,,,,,, 
1058752949,20220416,2021,,,,,,,,,,,, 
1068685863,20220416,2017,,,,10,,57.02,,48,,,, 
1058779782,20220416,2018,,,,17,,11634.01,,90,,,, 
1068626001,20220416,2017,,,,11,,10468.07,,11,,,, 
1068186800,20220416,2018,733396,,,14,,11634.01,,16,,,, 
1068231113,20220416,2021,,,,,,,,,,,, 
1059152500,20220416,2018,,,,7,,754.82,,35,,,, 
1070228263,20220416,2018,,,,7,,65.13,,17,,,, 
1058746490,20220416,2020,598136,,35.75,8,,,,,,,, 
1058746767,20220416,2019,,,,10,,796.34,,6,,,, 
1060399234,20220416,2019,,,,14,,13956.81,,25,,,, 
1061646281,20220416,2018,,,,7,,754.82,,35,,,, 
1058746942,20220416,2017,,,,7,,10468.07,,111,,,, 
1059176142,20220416,2019,,,,14,,13956.81,,25,,,, 
1058796194,20220416,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1059012501,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058760565,20220416,2021,,,,,,,,,,,, 
1070229199,20220416,2017,,,,15,,4887.58,,2,,,, 
1058780881,20220416,2018,,,,17,,11634.01,,60,,,, 
1058770990,20220416,2019,,,,9,,13956.81,,52,,,, 
1059615193,20220416,2017,,,,40,,144.84,,43,,,, 
1058749861,20220416,2021,,,,,,,,,,,, 
1058808611,20220416,2020,,,,5,,,,,,,, 
1058773982,20220416,2019,,,,49,,251.77,,38,,,, 
1058809721,20220416,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1068706467,20220416,2019,,,,14,,13956.81,,25,,,, 
1068667899,20220416,2018,3309173,,33.56,1,,4791.89,,1,,,, 
1058775409,20220416,2018,,,,17,,11634.01,,90,,,, 
1068688628,20220416,2021,,,,,982500,,71.44,,,,, 
1058754985,20220416,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1063261140,20220416,2018,,,,15,,186.07,,387,,,, 
1060743460,20220416,2020,,,,20,,,,,,,, 
1059193952,20220416,2017,,,,10,,57.02,,48,,,, 
1058752293,20220416,2019,,,,9,,13956.81,,52,,,, 
1058782782,20220416,2019,133648,,23.81,10,,796.34,,7,,,, 
1058812721,20220416,2018,,,,14,166083,11634.01,66.37,16,,,, 
1060627629,20220416,2020,,,,5,,,,,,,, 
1060564573,20220416,2020,,,,5,,,,,,,, 
1060377846,20220416,2019,,,,10,,796.34,,7,,,, 
1058756488,20220416,2021,,,,,,,,,,,, 
1059615932,20220416,2021,,,,,,,,,,,, 
1068677330,20220416,2021,,,,,,,,,,,, 
1070758893,20220416,2017,,70769.84,,7,,511.57,,9,,0.0,,6
1058749973,20220416,2019,,,,10,,796.34,,7,,,, 
1058777052,20220416,2018,,,,1,,4791.89,,1,,,, 
1058736949,20220416,2019,,,,10,,796.34,,6,,,, 
1058764538,20220416,2019,,,,10,,796.34,,7,,,, 
1058775020,20220416,2018,,,,0,,11634.01,,16,,,, 
1058778196,20220416,2021,,,,,,,,,,,, 
1071316609,20220416,2019,,,,4,,4496.63,,3,,,, 
1058765105,20220416,2017,3214131,,,11,,565.59,,12,,,, 
1058787943,20220416,2019,,,,14,,13956.81,,25,,,, 
1058812420,20220416,2019,1737217,,42.82,45,,13956.81,,205,,,, 
1058788210,20220416,2020,,,,3,,,,,,,, 
1059199524,20220416,2021,,,,,,,,,,,, 
1060330685,20220416,2021,,,,,,,,,,,, 
1070184384,20220416,2019,,,,4,,4496.63,,3,,,, 
1068172096,20220416,2020,,,,1,,,,,,,, 
1070622568,20220416,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1071062892,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1071317156,20220416,2017,,,,15,,4887.58,,2,,,, 
1058735130,20220416,2021,,,,,,,,,,,, 
1058761680,20220416,2019,,,,10,,796.34,,6,,,, 
1058793654,20220416,2019,27340723,,6.33,10,,796.34,,7,,,, 
1058740201,20220416,2017,,,,5,,57.02,,9,,,, 
1058737782,20220416,2017,,,,11,,565.59,,12,,,, 
1060945201,20220416,2021,,,,,,,,,,,, 
1058760809,20220416,2019,,,,14,,13956.81,,25,,,, 
1059895449,20220416,2021,,,,,,,,,,,, 
1058757245,20220416,2018,,,,7,,754.82,,35,,,, 
1071272282,20220416,2017,,,,15,,4887.58,,2,,,, 
1068608755,20220416,2021,,,,,,,,,,,, 
1060949338,20220416,2019,,,,10,,796.34,,7,,,, 
1058767364,20220416,2021,,,,,,,,,,,, 
1058736240,20220416,2019,,,,14,,13956.81,,25,,,, 
1059021000,20220416,2018,,,,14,,11634.01,,16,,,, 
1068618097,20220416,2021,,,,,,,,,,,, 
1071236267,20220416,2017,,,,15,,4887.58,,2,,,, 
1058764197,20220416,2018,,,,1,,4791.89,,1,,,, 
1058767438,20220416,2021,,,,,,,,,,,, 
1058767160,20220416,2018,,,,7,,754.82,,123,,,, 
1058737948,20220416,2021,,,,,,,,,,,, 
1058759068,20220416,2021,,,,,,,,,,,, 
1059195421,20220416,2019,,,,10,,796.34,,7,,,, 
1064263429,20220416,2019,,,,10,,796.34,,7,,,, 
1070828566,20220416,2020,,,,8,,,,,,,, 
1058784742,20220416,2018,497725,,27.98,0,,11634.01,,19,,,, 
1058784155,20220416,2021,,,,,,,,,,,, 
1058791049,20220416,2019,,,,10,,796.34,,7,,,, 
1058787564,20220416,2021,,,,,,,,,,,, 
1058793988,20220416,2018,,,,14,,11634.01,,16,,,, 
1068669669,20220416,2020,3414559,,2.45,5,,,,,,,, 
1058797780,20220416,2020,,,,8,,,,,,,, 
1058763655,20220416,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058737521,20220416,2019,,,,14,,13956.81,,25,,,, 
1068215165,20220416,2018,,,,15,,186.07,,387,,,, 
1058791976,20220416,2018,,,,1,,4791.89,,1,,,, 
1060636230,20220416,2021,,,,,,,,,,,, 
1068182600,20220416,2019,,,,4,,4496.63,,3,,,, 
1070731647,20220416,2021,,,,,,,,,,,, 
1058763636,20220416,2017,1371228,,9.18,11,,10468.07,,11,,,, 
1060618246,20220416,2019,,,,14,,13956.81,,25,,,, 
1068662569,20220416,2021,,,,,,,,,,,, 
1058759092,20220416,2017,,,,22,,10468.07,,11,,,, 
1058765202,20220416,2021,,,,,,,,,,,, 
1059034941,20220416,2018,,,,10,,186.07,,92,,,, 
1068691915,20220416,2018,,,,14,,11634.01,,16,,,, 
1065166530,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058778973,20220416,2021,,,,,,,,,,,, 
1058778901,20220416,2017,,,,7,,10468.07,,11,,,, 
1058782216,20220416,2019,,,,14,,13956.81,,25,,,, 
1058813720,20220416,2021,,,,,506933,,118.56,,2,,253466.5, 
1064397815,20220416,2021,,,,,,,,,,,, 
1058794269,20220416,2019,,,,14,,13956.81,,25,,,, 
1071117865,20220416,2018,,,,1,,4791.89,,1,,,, 
1058746675,20220416,2020,,,,5,,,,,,,, 
1058751033,20220416,2018,3966011,,62.66,14,,11634.01,,16,,,, 
1060836461,20220416,2018,393358,,37.62,14,,11634.01,,16,,,, 
1058764557,20220416,2019,,,,9,,13956.81,,52,,,, 
1058778008,20220416,2019,2420228,,22.3,45,,13956.81,,205,,,, 
1059875384,20220416,2021,,,,,,,,,,,, 
1068701730,20220416,2018,,,,14,,11634.01,,16,,,, 
1061148759,20220416,2020,,,,1,,,,,,,, 
1068683846,20220416,2017,,,,11,,565.59,,12,,,, 
1059927759,20220416,2021,,,,,,,,,,,, 
1068262824,20220416,2021,,,,,,,,,,,, 
1059606490,20220416,2018,,,,15,,186.07,,387,,,, 
1058745749,20220416,2020,,,,3,,,,,,,, 
1058773605,20220416,2020,,,,3,,,,,,,, 
1070974145,20220416,2019,,,,49,,251.77,,38,,,, 
1058747427,20220416,2021,,,,,,,,,,,, 
1058752672,20220416,2021,,,,,,,,,,,, 
1058812395,20220416,2020,,,,8,,,,,,,, 
1071062892,20220416,2020,,,,2,,,,,,,, 
1060562411,20220416,2020,,,,,,,,,,,, 
1068182537,20220416,2019,69571561,,113.47,10,,796.34,,7,,,, 
1059600986,20220416,2018,,,,15,,186.07,,387,,,, 
1058760871,20220416,2021,,,,,,,,,,,, 
1068654899,20220416,2020,,,,1,,,,,,,, 
1058759511,20220416,2017,,,,11,,565.59,,12,,,, 
1058776451,20220416,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1068657237,20220416,2019,2525434,,2.34,14,,13956.81,,25,,,, 
1059105007,20220416,2018,,,,14,,11634.01,,16,,,, 
1059088582,20220416,2019,,,,14,,13956.81,,25,,,, 
1061391871,20220416,2018,,,,7,,754.82,,35,,,, 
1058812401,20220416,2020,,,,8,,,,,,,, 
1058788471,20220416,2018,3956708,,48.66,7,,754.82,,35,,,, 
1058766496,20220416,2021,,,,,,,,,,,, 
1058763558,20220416,2017,,,,7,,10468.07,,11,,,, 
1059179213,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1060732454,20220416,2020,,,,1,,,,,,,, 
1058741307,20220416,2018,,,,7,,754.82,,123,,,, 
1070647685,20220416,2020,,,,1,,,,,,,, 
1068680252,20220416,2017,,,,11,,10468.07,,11,,,, 
1068682702,20220416,2018,,,,14,,11634.01,,16,,,, 
1059614495,20220416,2019,,,,10,,251.77,,64,,,, 
1058756284,20220416,2017,1568979,,42.54,15,,4887.58,,2,,,, 
1058779588,20220416,2018,,,,0,,11634.01,,19,,,, 
1058772004,20220416,2020,346779,,53.52,1,,,,,,,, 
1061083138,20220416,2017,,,,11,,565.59,,12,,,, 
1058744231,20220416,2017,,,,10,,565.59,,40,,,, 
1058766614,20220416,2018,,,,7,,754.82,,35,,,, 
1059200315,20220416,2021,,,,,,,,,,,, 
1062464900,20220416,2019,,,,10,,796.34,,7,,,, 
1058792941,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1059191726,20220416,2020,,,,7,,,,,,,, 
1060841474,20220416,2021,,,,,,,,,,,, 
1068640610,20220416,2017,,,,11,,10468.07,,11,,,, 
1060998805,20220416,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1061188727,20220416,2020,,,,1,,,,,,,, 
1058739233,20220416,2017,,,,10,,565.59,,40,,,, 
1058778013,20220416,2018,,,,17,,11634.01,,90,,,, 
1058799492,20220416,2017,,,,11,33500,565.59,0.0,12,1,,33500.0, 
1068148465,20220416,2019,,,,10,,796.34,,7,,,, 
1059196809,20220416,2017,,,,,,,,,,,, 
1068671904,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1070438877,20220416,2020,,,,5,,,,,,,, 
1061671838,20220416,2018,,,,1,,4791.89,,1,,,, 
1058745910,20220416,2020,,,,8,,,,,,,, 
1060328476,20220416,2017,,,,,,,,,,,, 
1058785907,20220416,2018,,,,7,,754.82,,35,,,, 
1060115808,20220416,2017,,,,15,,4887.58,,2,4,,, 
1058752255,20220416,2019,,,,14,,13956.81,,25,,,, 
1068664999,20220416,2020,795357,,20.12,8,,,,,,,, 
1070343897,20220416,2018,,,,0,,11634.01,,19,,,, 
1062950624,20220416,2019,,,,4,,4496.63,,3,,,, 
1068155103,20220416,2021,,,,,,,,,,,, 
1058782424,20220416,2017,6636919,,3.76,11,,565.59,,12,,,, 
1060522909,20220416,2020,,,,1,,,,,,,, 
1060823345,20220416,2020,,,,8,,,,,,,, 
1058770097,20220416,2021,,,,,,,,,,,, 
1061034236,20220416,2021,,,,,,,,,,,, 
1058749575,20220416,2017,,,,11,,10468.07,,11,,,, 
1058776150,20220416,2018,,,,0,,11634.01,,19,,,, 
1058747581,20220416,2018,,,,14,,72650.91,,6,,,, 
1058774278,20220416,2018,4888705,,,0,,11634.01,,19,,,, 
1059172850,20220416,2017,,,,11,,565.59,,12,,,, 
1059997589,20220416,2020,,,,,,,,,,,, 
1059158902,20220416,2018,,,,,,,,,,,, 
1058737079,20220416,2017,,,,6,,144.84,,43,,,, 
1058737986,20220416,2017,,,,15,,4887.58,,2,,,, 
1058733302,20220416,2021,,,,,,,,,,,, 
1058744003,20220416,2020,,,,8,,,,,,,, 
1059614762,20220416,2019,,,,10,,251.77,,64,,,, 
1058809449,20220416,2017,,,,11,,10468.07,,11,,,, 
1068671689,20220416,2017,,,,11,,10468.07,,11,,,, 
1058735988,20220416,2017,,,,7,,10468.07,,11,,,, 
1058787360,20220416,2021,,,,,,,,,,,, 
1068195008,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058750830,20220416,2021,,,,,,,,,,,, 
1059689109,20220416,2018,,,,15,,186.07,,387,,,, 
1059865232,20220416,2021,,,,,,,,,,,, 
1063846646,20220416,2020,,,,5,,,,,,,, 
1061136234,20220416,2017,,,,11,,565.59,,12,,,, 
1061096972,20220416,2018,,,,7,,754.82,,35,,,, 
1060276234,20220416,2018,,,,7,,754.82,,35,,,, 
1060419483,20220416,2019,,,,10,,796.34,,7,,,, 
1058779123,20220416,2020,,,,8,,,,,,,, 
1058741307,20220416,2020,,,,3,,,,,,,, 
1058778110,20220416,2018,609000,,49.54,14,,11634.01,,16,,,, 
1058784999,20220416,2017,,,,11,,10468.07,,11,,,, 
1061039855,20220416,2019,,,,14,,13956.81,,25,,,, 
1068137920,20220416,2019,,,,14,,13956.81,,25,,,, 
1071256604,20220416,2019,,,,4,,4496.63,,3,,,, 
1058760978,20220416,2021,,,,,,,,,,,, 
1058779666,20220416,2021,,,,,,,,,,,, 
1058771757,20220416,2021,,,,,,,,,,,, 
1058741476,20220416,2020,,,,8,,,,,,,, 
1061180050,20220416,2017,729505,3485855.73,14.83,10,,128764.94,,21,,0.4,,28
1059098339,20220416,2017,,,,5,,57.02,,9,,,, 
1068604555,20220416,2019,57734122,,,10,,796.34,,7,,,, 
1060185774,20220416,2020,,,,1,,,,,,,, 
1059044492,20220416,2020,,,,7,,,,,,,, 
1058780289,20220416,2021,,,,,,,,,,,, 
1070234407,20220416,2020,,,,5,,,,,,,, 
1068621457,20220416,2019,,,,4,,4496.63,,3,,,, 
1059176142,20220416,2018,,,,14,,11634.01,,16,,,, 
1071272282,20220416,2019,,,,4,,4496.63,,3,,,, 
1068801789,20220416,2021,,,,,,,,,,,, 
1070678820,20220416,2018,,,,14,,11634.01,,16,,,, 
1060144827,20220416,2021,,,,,,,,,,,, 
1058738646,20220416,2019,,,,10,,796.34,,7,,,, 
1058751300,20220416,2018,,,,7,,754.82,,35,,,, 
1058761832,20220416,2019,2411955,,18.44,14,,13956.81,,25,,,, 
1059973480,20220416,2020,,,,8,,,,,,,, 
1068647762,20220416,2021,,,,,,,,,,,, 
1059612750,20220416,2019,,,,10,,251.77,,64,,,, 
1058750714,20220416,2020,,,,8,,,,,,,, 
1068184554,20220416,2020,,,,5,,,,,,,, 
1058772116,20220416,2019,,,,14,,13956.81,,25,,,, 
1068702520,20220416,2021,,,,,,,,,,,, 
1068527546,20220416,2018,,,,14,,11634.01,,16,,,, 
1058743703,20220416,2017,,,,10,,565.59,,40,,,, 
1070741825,20220416,2017,,,,11,,10468.07,,11,,,, 
1060136443,20220416,2020,,,,1,,,,,,,, 
1070536139,20220416,2017,,,,15,,4887.58,,2,,,, 
1070284945,20220416,2020,,,,,,,,,,,, 
1058743310,20220416,2018,,,,14,,11634.01,,16,,,, 
1058771515,20220416,2019,6773842,,7.05,11,,63.75,,7,,,, 
1061518267,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1070857872,20220416,2018,,,,1,,4791.89,,1,,,, 
1058794560,20220416,2020,592602,,32.33,8,,,,,,,, 
1059191726,20220416,2021,,,,,,,,,,,, 
1058739679,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1061276228,20220416,2021,,,,,,,,,,,, 
1058766934,20220416,2017,2042709,,14.56,11,,10468.07,,11,,,, 
1058791020,20220416,2019,,,,11,,63.75,,0,,,, 
1059511958,20220416,2017,,,,5,,57.02,,9,,,, 
1070956171,20220416,2019,,,,4,,4496.63,,3,,,, 
1070234673,20220416,2019,,,,45,,13956.81,,205,,,, 
1058784795,20220416,2019,,72468.79,,12,,666.05,,14,,,, 
1060648041,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058753889,20220416,2019,,,,14,,13956.81,,25,,,, 
1068640134,20220416,2021,,,,,,,,,,,, 
1058779900,20220416,2020,1123357,,9.59,8,,,,,,,, 
1068611721,20220416,2020,3548411,,72.13,5,,,,,,,, 
1059122724,20220416,2019,,,,10,,251.77,,64,,,, 
1068143043,20220416,2021,,,,,,,,,,,, 
1059511638,20220416,2017,,,,5,,57.02,,9,,,, 
1059871961,20220416,2020,,,,8,,,,,,,, 
1058772697,20220416,2017,1895598,,6.45,7,,10468.07,,11,1,,, 
1070685073,20220416,2018,,,,7,,754.82,,35,,,, 
1058734937,20220416,2018,,,,7,,754.82,,123,,,, 
1068187473,20220416,2021,,,,,,,,,,,, 
1059453233,20220416,2020,,,,1,,,,,,,, 
1060566440,20220416,2021,,,,,,,,,,,, 
1058755271,20220416,2021,,,,,,,,,,,, 
1058799492,20220416,2019,,,,10,,796.34,,7,,,, 
1058731997,20220416,2018,2017381,,24.33,7,,754.82,,35,,,, 
1060875426,20220416,2017,,,,11,,10468.07,,11,,,, 
1058760721,20220416,2020,421150,,,8,,,,,,,, 
1068664999,20220416,2019,662138,,6.05,14,,13956.81,,25,,,, 
1058746447,20220416,2021,,,,,,,,,,,, 
1059129824,20220416,2017,,,,40,,144.84,,43,,,, 
1059601438,20220416,2021,,,,,,,,,,,, 
1068642409,20220416,2019,,,,14,,13956.81,,25,,,, 
1058767118,20220416,2021,,,,,,,,,,,, 
1058781876,20220416,2019,12487952,,11.13,10,,796.34,,7,,,, 
1068103487,20220416,2021,,,,,,,,,,,, 
1059895449,20220416,2019,,,,10,,796.34,,7,,,, 
1058764896,20220416,2019,,,,10,,796.34,,7,,,, 
1061235590,20220416,2020,,,,1,,,,,,,, 
1058744681,20220416,2019,,,,4,,4496.63,,3,,,, 
1058775428,20220416,2019,,,,10,,796.34,,7,,,, 
1058809721,20220416,2019,,72468.79,,12,,666.05,,14,,,, 
1061713422,20220416,2018,,,,,,,,,1,,, 
1068636630,20220416,2021,,,,,,,,,,,, 
1068705721,20220416,2020,,,,8,,,,,,,, 
1070155730,20220416,2017,,,,15,,4887.58,,2,,,, 
1058791199,20220416,2020,2391987,,42.72,1,,,,,,,, 
1058737986,20220416,2020,,,,5,,,,,,,, 
1070741825,20220416,2019,,,,14,,13956.81,,25,,,, 
1058790981,20220416,2018,,,,7,,754.82,,35,,,, 
1064397815,20220416,2020,,,,1,,,,,,,, 
1058775049,20220416,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1070731647,20220416,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058749046,20220416,2019,,,,49,,251.77,,38,,,, 
1064490783,20220416,2021,,,,,,,,,,,, 
1068116075,20220416,2021,,,,,,,,,,,, 
