사업자등록번호,데이터수집일자,최종인적자원등급,최종인적자원점수,인적자원구성원점수,인적자원복지점수,인적자원개발점수,인적자원대표이사점수,인적자원경영진점수,인적자원직원점수,인적자원자기개발점수,인적자원인사담당자점수,인적자원대표이사역량점수,인적자원대표이사연혁점수
1222899807,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222899919,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222909317,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222915255,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222915314,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222918849,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222920025,20220820,E,67.77,24.47,17.7,6.0,19.6,77.33,60.0,60.0,60.0,76.0,60.0
1222924211,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222924598,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222926413,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222934285,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222936788,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222943256,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222946739,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222947572,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222973615,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222976397,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222979832,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1222984960,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223026118,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223027039,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223029911,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223030169,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223030868,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223043214,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223046282,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223047879,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223048223,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223064072,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223075865,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223077577,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223078275,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223081595,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223085306,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223116048,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223116922,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223117585,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223121712,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223125023,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223128205,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223137062,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223139847,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223146523,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223149947,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223163916,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223164064,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223165200,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223167440,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223183284,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223185701,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223187179,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223189274,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223196789,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223198074,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223199210,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223199904,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223230862,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223233404,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223234494,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223237206,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223237642,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223239524,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223241170,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223273013,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223273051,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223276325,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223276719,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223276816,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223278323,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223287235,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223366595,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223515542,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223519271,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223521909,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223522631,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223525448,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223526336,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223529463,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223531386,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223533900,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223534758,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223548058,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223549019,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223549284,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223570356,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223570870,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223576326,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223580908,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223585257,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223586412,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223592670,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223593188,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223595546,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223596448,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223616719,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223617998,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223621212,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223621814,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223623957,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223631059,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223632764,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223634231,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223636831,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223810030,20220820,E,63.08,22.6,16.48,6.0,18.0,68.0,60.0,60.0,60.0,60.0,60.0
1223850593,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1223861178,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224091433,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224232840,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224466136,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224488386,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224499073,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224538092,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224586667,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224699311,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1224892059,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1225052915,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1225195075,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1225267765,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1225364902,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1225376373,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1225500066,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1225700060,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1226600102,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228100001,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228108577,20220820,E,69.52,21.66,17.28,5.99,24.6,60.0,64.37,59.73,60.0,80.0,83.0
1228114711,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228118380,20220820,E,76.6,28.71,17.8,7.22,22.88,80.67,83.82,84.36,60.0,68.4,80.2
1228121662,20220820,E,61.67,21.0,15.0,6.0,19.67,60.0,60.0,60.0,60.0,60.0,68.33
1228125805,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228125877,20220820,E,70.24,24.63,16.67,6.32,22.63,78.13,60.0,60.0,66.4,74.4,75.93
1228129378,20220820,E,60.75,21.0,15.0,6.0,18.75,60.0,60.0,60.0,60.0,60.0,63.73
1228130593,20220820,E,62.92,22.07,16.32,6.0,18.53,65.33,60.0,60.0,60.0,60.0,62.67
1228136428,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228136791,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228141988,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228142073,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228150420,20220820,E,64.93,22.33,17.26,6.0,19.33,66.67,60.0,60.0,60.0,60.0,66.67
1228151133,20220820,E,60.69,21.0,15.0,6.0,18.69,60.0,60.0,60.0,60.0,60.0,63.47
1228152919,20220820,E,62.97,22.07,16.91,6.0,18.0,65.33,60.0,60.0,60.0,60.0,60.0
1228153091,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228153413,20220820,E,62.11,21.91,16.21,6.0,18.0,64.53,60.0,60.0,60.0,60.0,60.0
1228153524,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228154294,20220820,E,67.36,23.13,17.56,6.0,20.67,70.67,60.0,60.0,60.0,60.0,73.33
1228154391,20220820,E,62.33,21.0,15.0,6.0,20.33,60.0,60.0,60.0,60.0,60.0,71.67
1228154464,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228154746,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228155556,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228158117,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228159737,20220820,E,61.93,21.0,15.6,6.0,19.33,60.0,60.0,60.0,60.0,60.0,66.67
1228159794,20220820,E,62.51,22.07,16.44,6.0,18.0,65.33,60.0,60.0,60.0,60.0,60.0
1228161102,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228161723,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228161761,20220820,E,61.52,21.0,15.5,6.0,19.01,60.0,60.0,60.0,60.0,60.0,65.07
1228162907,20220820,E,60.59,21.0,15.0,6.0,18.59,60.0,60.0,60.0,60.0,60.0,62.93
1228164322,20220820,E,68.09,23.67,17.76,6.0,20.67,73.33,60.0,60.0,60.0,60.0,73.33
1228166223,20220820,E,62.23,21.0,15.0,6.0,20.23,60.0,60.0,60.0,60.0,60.0,71.13
1228166562,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228167163,20220820,E,60.56,21.0,15.0,6.0,18.56,60.0,60.0,60.0,60.0,60.0,62.8
1228167940,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228168027,20220820,E,60.56,21.0,15.0,6.0,18.56,60.0,60.0,60.0,60.0,60.0,62.8
1228168110,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228168139,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228168217,20220820,E,60.56,21.0,15.0,6.0,18.56,60.0,60.0,60.0,60.0,60.0,62.8
1228168629,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228169778,20220820,E,61.67,21.0,15.0,6.0,19.67,60.0,60.0,60.0,60.0,60.0,68.33
1228170028,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228170595,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228171032,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228171600,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228171949,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228172079,20220820,E,60.53,21.0,15.0,6.0,18.53,60.0,60.0,60.0,60.0,60.0,62.67
1228172763,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228172991,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228174873,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228175101,20220820,E,62.11,21.0,15.24,6.0,19.87,60.0,60.0,60.0,60.0,60.0,69.33
1228178734,20220820,E,61.67,21.0,15.0,6.0,19.67,60.0,60.0,60.0,60.0,60.0,68.33
1228179833,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228180808,20220820,E,60.48,21.0,15.0,6.0,18.48,60.0,60.0,60.0,60.0,60.0,62.4
1228181224,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228181262,20220820,E,62.15,21.0,15.0,6.0,20.15,60.0,60.0,60.0,60.0,60.0,70.73
1228181471,20220820,E,62.15,21.0,15.0,6.0,20.15,60.0,60.0,60.0,60.0,60.0,70.73
1228181544,20220820,E,70.04,23.67,17.56,6.0,22.81,73.33,60.0,60.0,60.0,60.0,84.07
1228183289,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228184459,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228185050,20220820,E,60.45,21.0,15.0,6.0,18.45,60.0,60.0,60.0,60.0,60.0,62.27
1228185195,20220820,E,63.93,21.0,15.48,6.0,21.45,60.0,60.0,60.0,60.0,60.0,77.27
1228185725,20220820,E,60.24,21.0,15.24,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228185948,20220820,E,60.45,21.0,15.0,6.0,18.45,60.0,60.0,60.0,60.0,60.0,62.27
1228186383,20220820,E,60.45,21.0,15.0,6.0,18.45,60.0,60.0,60.0,60.0,60.0,62.27
1228186762,20220820,E,62.55,22.07,16.48,6.0,18.0,65.33,60.0,60.0,60.0,60.0,60.0
1228186874,20220820,E,61.17,21.53,15.64,6.0,18.0,62.67,60.0,60.0,60.0,60.0,60.0
1228188343,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228190382,20220820,E,60.43,21.0,15.0,6.0,18.43,60.0,60.0,60.0,60.0,60.0,62.13
1228190738,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228191829,20220820,E,61.09,21.0,15.0,6.0,19.09,60.0,60.0,60.0,60.0,60.0,65.47
1228192148,20220820,E,60.43,21.0,15.0,6.0,18.43,60.0,60.0,60.0,60.0,60.0,62.13
1228192610,20220820,E,62.57,21.0,15.48,6.0,20.09,60.0,60.0,60.0,60.0,60.0,70.47
1228192755,20220820,E,65.0,21.0,15.24,6.0,22.76,60.0,60.0,60.0,60.0,60.0,83.8
1228193036,20220820,E,60.33,21.0,15.0,6.0,18.33,60.0,60.0,60.0,60.0,60.0,61.67
1228193962,20220820,E,60.43,21.0,15.0,6.0,18.43,60.0,60.0,60.0,60.0,60.0,62.13
1228193977,20220820,E,62.09,21.0,15.0,6.0,20.09,60.0,60.0,60.0,60.0,60.0,70.47
1228196708,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228197309,20220820,E,63.48,22.6,16.88,6.0,18.0,68.0,60.0,60.0,60.0,60.0,60.0
1228197712,20220820,E,64.14,22.15,16.18,6.32,19.49,60.0,67.7,66.4,60.0,60.0,67.47
1228197987,20220820,E,60.4,21.0,15.0,6.0,18.4,60.0,60.0,60.0,60.0,60.0,62.0
1228198327,20220820,E,60.4,21.0,15.0,6.0,18.4,60.0,60.0,60.0,60.0,60.0,62.0
1228199030,20220820,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228206431,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228206940,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228276669,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228278497,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228278522,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228278779,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228279521,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228430143,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228517230,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228536654,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228541671,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228546680,20220820,E,60.51,21.0,15.0,6.0,18.51,60.0,60.0,60.0,60.0,60.0,62.53
1228548830,20220820,E,60.45,21.0,15.0,6.0,18.45,60.0,60.0,60.0,60.0,60.0,62.27
1228550262,20220820,E,60.45,21.0,15.0,6.0,18.45,60.0,60.0,60.0,60.0,60.0,62.27
1228551349,20220820,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228552071,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228600721,20220820,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228600847,20220820,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228601341,20220820,E,61.29,21.53,15.76,6.0,18.0,62.67,60.0,60.0,60.0,60.0,60.0
1228601676,20220820,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228601962,20220820,E,65.48,21.0,17.16,6.0,21.32,60.0,60.0,60.0,60.0,68.0,72.6
1228602035,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228602336,20220820,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228602786,20220820,E,61.09,21.0,15.72,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228603150,20220820,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228603524,20220820,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1228603636,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228604498,20220820,E,61.17,21.53,15.64,6.0,18.0,62.67,60.0,60.0,60.0,60.0,60.0
1228604673,20220820,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1228604692,20220820,E,62.01,21.0,15.0,6.0,20.01,60.0,60.0,60.0,60.0,60.0,70.07
1228604877,20220820,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1228605202,20220820,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1228605653,20220820,E,65.05,21.0,16.33,6.0,21.72,60.0,60.0,60.0,60.0,72.0,72.6
1228605750,20220820,E,62.85,21.0,15.38,6.0,20.47,60.0,60.0,60.0,60.0,60.0,72.33
1228606410,20220820,E,61.67,21.0,15.0,6.0,19.67,60.0,60.0,60.0,60.0,60.0,68.33
1228606593,20220820,E,62.01,21.0,15.0,6.0,20.01,60.0,60.0,60.0,60.0,60.0,70.07
1228606972,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228607398,20220820,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1228607461,20220820,E,71.51,24.52,17.61,7.0,22.39,77.6,60.0,60.0,80.0,80.0,71.93
1228607476,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228607520,20220820,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1228607777,20220820,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1228608005,20220820,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1228608359,20220820,E,62.36,21.53,16.48,6.0,18.35,62.67,60.0,60.0,60.0,60.0,61.73
